ID,LicenceArea,GridSupplyPoint,Substation,SiteFunctionalLocation,Proposed_Connection_Voltage_kV,Status of Connection,Demand_Numbers_Received_Total_Number,Demand_Numbers_Received_Total_Capacity,Generation_Numbers_Received_Total_Number,Generation_Numbers_Received_Total_Capacity,Spatial Coordinates
558,London Power Networks (LPN),Barking West 33kV,Sewell Rd B 11kV,LPN-S000000000784,11,Connection offers made (not yet accepted by customer),1.0,6.6,,,"51.4975086118619, 0.112429403388337"
564,London Power Networks (LPN),Brimsdown,Fairlop Rd 11kV,LPN-S000000000526,11,Connection offers made (not yet accepted by customer),1.0,1.2,,,"51.5931847836538, 0.0841496939754189"
578,London Power Networks (LPN),City Road,Finsbury Market B 33kV,LPN-S000000003429,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,"51.5210451401544, -0.0818741388720065"
589,London Power Networks (LPN),City Road,City Road 132kV,LPN-S000000003413,11,Connection offers made (not yet accepted by customer),1.0,1.9,,,"51.5301825926568, -0.0957345663309726"
597,London Power Networks (LPN),Littlebrook,Erith 11kV,,11,Connection offers made (not yet accepted by customer),3.0,3.3,,,
609,London Power Networks (LPN),Hackney 66kV,Blackhorse Lane 11kV,LPN-S000000000503,11,Connection offers made (not yet accepted by customer),1.0,3.5,,,"51.5896895284359, -0.040236782608312"
613,London Power Networks (LPN),Hackney 66kV,Hackney C 6.6kV,LPN-S000000000442,6.6,Connection offers made (not yet accepted by customer),6.0,8.6,,,"51.5584498697911, -0.0408010245815846"
622,London Power Networks (LPN),Lodge Road,Hyde Park Estate B 11kV,LPN-S000000000349,11,Connection offers made (not yet accepted by customer),2.0,2.3,,,"51.5159237960819, -0.167067826060955"
27,Eastern Power Networks (EPN),Bramford,A.D Plant British Sugar 11kV,,33,"Connection offers made (cancelled, expired, superseded)",1.0,63.0,,,
36,Eastern Power Networks (EPN),Bramford,Bramford Grid 132kV,EPN-S0000000C1068,33,Connection offers made (not yet accepted by customer),,,1,12,"52.0702354374567, 1.06278038805205"
58,Eastern Power Networks (EPN),Bramford,Groton Primary 11kV,,33,Connection offers made (not yet accepted by customer),,,1,8,
85,Eastern Power Networks (EPN),Bramford,Stowmarket Grid 11kV,EPN-S0000000H1018,11,Budget Estimates Provided,1.0,2.5,,,"52.1711061546669, 1.01718263923797"
91,Eastern Power Networks (EPN),Bramford,Thetford Grid 33kV,EPN-S0000000H1056,33,Budget Estimates Provided,,,2,55,"52.3872190958013, 0.736478402750066"
103,Eastern Power Networks (EPN),Brimsdown,Brimsdown Grid 132kV,EPN-S0000000C7084,132,Connection offers made (not yet accepted by customer),2.0,350.0,1,50,"51.6641350951355, -0.024488960820121"
108,Eastern Power Networks (EPN),Brimsdown,North Chingford Primary 11kV,EPN-S0000000H7103,11,Budget Estimates Provided,3.0,14.0,,,"51.6317792481935, 0.00316351237424025"
110,Eastern Power Networks (EPN),Brimsdown,The Cross 11kV,EPN-S0000000H7080,11,"Connection offers made (cancelled, expired, superseded)",1.0,7.0,,,"51.6859357578055, -0.0252037357225468"
135,Eastern Power Networks (EPN),Burwell,Histon Grid 33kV,EPN-S0000000D4009,33,"Connection offers made (cancelled, expired, superseded)",1.0,35.0,,,"52.2461229481053, 0.102236618763704"
153,Eastern Power Networks (EPN),Burwell,Sawston Primary 11kV,EPN-S0000000H4045,11,Connection offers made (not yet accepted by customer),2.0,5.0,,,"52.1228628290103, 0.153988197899791"
157,Eastern Power Networks (EPN),Burwell,Thompsons Ln Primary 11kV,EPN-S0000000H4015,11,Connection offers made (not yet accepted by customer),1.0,9.7,,,"52.2103624177746, 0.117819739783256"
188,Eastern Power Networks (EPN),Eaton Socon,St Ives Primary 11kV,EPN-S0000000H4046,11,Connection offers made (not yet accepted by customer),2.0,2.9,,,"52.3348370403047, -0.0673623505827406"
235,Eastern Power Networks (EPN),Mill Hill,Kingsbury Primary 11kV,,11,Connection offers made (accepted by customer),1.0,1.5,,,
237,Eastern Power Networks (EPN),Mill Hill,North Finchley Primary 11kV,EPN-S0000000H8040,11,Connection offers made (accepted by customer),1.0,1.8,,,"51.6158790310613, -0.181243677192809"
256,Eastern Power Networks (EPN),Norwich,Hapton Primary 11kV,EPN-S0000000H5079,11,"Connection offers made (cancelled, expired, superseded)",1.0,5.9,,,"52.5210806354643, 1.21151309264698"
264,Eastern Power Networks (EPN),Norwich,Norwich Main 132kV,EPN-S0000000C5012,132,Connection offers made (accepted by customer),,,1,228,"52.5740279616305, 1.27181803305154"
285,Eastern Power Networks (EPN),Norwich,Wymondham Primary 11kV,,11,Connection offers made (not yet accepted by customer),1.0,5.0,,,
311,Eastern Power Networks (EPN),Rayleigh,Chelmsford East Grid 33kV,,33,Budget Estimates Provided,3.0,125.0,,,
337,Eastern Power Networks (EPN),Rayleigh,Tiptree Primary 11kV,EPN-S0000000H3052,11,Budget Estimates Provided,,,3,5,"51.8172098443126, 0.745469825888134"
371,Eastern Power Networks (EPN),Sundon,Houghton Regis Primary 11kV,EPN-S0000000H8076,11,Connection offers made (not yet accepted by customer),2.0,3.7,,,"51.8962802853099, -0.513540473304274"
393,Eastern Power Networks (EPN),Sundon,Westoning Grid 33kV,EPN-S0000000D8023,33,Connection offers made (not yet accepted by customer),1.0,20.0,1,25,"51.9863486231079, -0.490245258870721"
404,Eastern Power Networks (EPN),Tilbury 1&7,Tilbury Compact Grid 33kV,EPN-S0000000D7157,11,Budget Estimates Provided,1.0,10.3,,,"51.4616445382479, 0.379959301231353"
431,Eastern Power Networks (EPN),Walpole,Downham Market Primary 11kV,,11,Budget Estimates Provided,,,1,6,
443,Eastern Power Networks (EPN),Walpole,Kings Lynn Grid  33kV,EPN-S0000000D6046,33,Budget Estimates Provided,,,2,45,"52.7576600302301, 0.399591493869985"
445,Eastern Power Networks (EPN),Walpole,Littleport Primary 11kV,EPN-S0000000H4042,11,Connection offers made (not yet accepted by customer),1.0,1.4,,,"52.4613078512641, 0.30833290984839"
454,Eastern Power Networks (EPN),Walpole,Orton Primary 11kV,EPN-S0000000H6076,11,Connection offers made (not yet accepted by customer),2.0,6.3,,,"52.5409901737158, -0.305602475962414"
479,Eastern Power Networks (EPN),Warley,Billericay East Primary 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.6,,,
480,Eastern Power Networks (EPN),Warley,Gooseberry Grn Primary 11kV,EPN-S0000000H7008,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,"51.631567606277, 0.404784258995191"
486,Eastern Power Networks (EPN),Warley,Little Belhus Primary 11kV,EPN-S0000000H7153,11,Budget Estimates Provided,4.0,9.3,,,"51.5137737420582, 0.290316289695831"
503,Eastern Power Networks (EPN),Watford South,Holywell Grid 11kV,EPN-S0000000F8095,11,Budget Estimates Provided,1.0,1.5,,,"51.6462484410946, -0.408689669739172"
519,Eastern Power Networks (EPN),Willesden,Bee Primary 11kV,EPN-S0000000H8050,11,Connection offers made (not yet accepted by customer),1.0,2.3,,,"51.5592363151467, -0.27107272199345"
522,Eastern Power Networks (EPN),Wymondley,Bassingbourn Primary 11kV,EPN-S0000000H4002,11,Budget Estimates Provided,2.0,6.5,,,"52.0770616090003, -0.0524382952721497"
529,Eastern Power Networks (EPN),Wymondley,North Stevenage Primary 11kV,EPN-S0000000H8126,11,Budget Estimates Provided,1.0,4.0,,,"51.9134388637182, -0.207150204562261"
545,Eastern Power Networks (EPN),Wymondley,Wymondley Main 132kV,EPN-S0000000C8085,132,Connection offers made (accepted by customer),,,1,100,"51.9283155122106, -0.24984194511522"
546,Eastern Power Networks (EPN),Wymondley,Wymondley Main 132kV,EPN-S0000000C8085,132,Connection offers made (not yet accepted by customer),1.0,100.0,,,"51.9283155122106, -0.24984194511522"
567,London Power Networks (LPN),St Johns Wood,Back Hill B 33kV,,33,Budget Estimates Provided,3.0,50.6,,,
574,London Power Networks (LPN),City Road,City Rd B 11kV,LPN-S000000000415,11,Connection offers made (not yet accepted by customer),2.0,8.3,,,"51.5304462401097, -0.0959109927882756"
590,London Power Networks (LPN),City Road,Whiston Rd 11kV,LPN-S000000000495,11,Connection offers made (not yet accepted by customer),2.0,2.0,,,"51.535218783752, -0.0682578840091404"
591,London Power Networks (LPN),Hurst,Dermody Rd 11kV,LPN-S000000000822,11,Budget Estimates Provided,1.0,2.0,,,"51.4568744152811, -0.00433090329903443"
608,London Power Networks (LPN),Hackney 66kV,Blackhorse Lane 11kV,LPN-S000000000503,11,Budget Estimates Provided,1.0,3.0,,,"51.5896895284359, -0.040236782608312"
633,London Power Networks (LPN),New Cross 66kV,Bengeworth Rd 11kV,LPN-S000000000907,11,Budget Estimates Provided,2.0,16.0,,,"51.4673121942058, -0.0966399815166458"
642,London Power Networks (LPN),New Cross 66kV,Verney Rd 11kV,LPN-S000000000988,11,Connection offers made (accepted by customer),3.0,6.0,,,"51.4845215815859, -0.0646255603318666"
650,London Power Networks (LPN),St Johns Wood,Duke St B 11kV,LPN-S000000000328,11,Connection offers made (accepted by customer),1.0,1.0,,,"51.5131357357545, -0.151571579928347"
660,London Power Networks (LPN),City Road,Back Hill A 11kV,,11,Connection offers made (not yet accepted by customer),1.0,3.0,,,
674,London Power Networks (LPN),Islington,Holloway 11kV,LPN-S000000000457,11,Connection offers made (not yet accepted by customer),4.0,6.6,,,"51.5525115520409, -0.115818725945562"
680,London Power Networks (LPN),West Ham,Simpsons Road 11kV,LPN-S000000000683,11,Connection offers made (not yet accepted by customer),2.0,10.0,,,"51.5081993422367, -0.017263322694357"
694,London Power Networks (LPN),Willesden Grid 66 kV,Townmead B 11kV,LPN-S000000000183,11,Budget Estimates Provided,1.0,2.9,,,"51.4683797625302, -0.186107198713778"
720,South Eastern Power Networks (SPN),Beddington,Beddington 11kV,SPN-S000000009303,11,Connection offer made (not yet accepted by customer),1.0,1.4,,,"51.3719861093954, -0.127104364067281"
728,South Eastern Power Networks (SPN),Bolney,Ashington 11kV,SPN-S000000008308,11,Connection offer made (accepted by customer),,,1,5.1,"50.927579327247, -0.390106657160305"
752,South Eastern Power Networks (SPN),Bolney,Moulsecoomb 11kV,SPN-S000000008334,11,"Connection offer made (cancelled, expired, superseded)",2.0,2.88,,,"50.8473224372834, -0.118817551503344"
767,South Eastern Power Networks (SPN),Bolney,West Worthing 11kV,SPN-S000000008514,11,Connection offer made (not yet accepted by customer),1.0,1.0,,,"50.8177200338333, -0.411178152730659"
769,South Eastern Power Networks (SPN),Bolney,Worthing Town 11kV,SPN-S000000008354,11,Connection offer made (accepted by customer),1.0,2.0,,,"50.8164174514942, -0.366348944137833"
784,South Eastern Power Networks (SPN),Chessington,Berrylands 11kV,SPN-S000000008622,11,Connection offer made (not yet accepted by customer),2.0,4.3,,,"51.3980498212875, -0.287162363796428"
906,South Eastern Power Networks (SPN),Sellindge,Folkestone Total,,132,Budget Estimates Provided,1.0,10.0,,,
911,South Eastern Power Networks (SPN),West Weybridge,Guildford 'A' 11kV,SPN-S000000008521,11,Connection offer made (accepted by customer),2.0,3.5,,,"51.2459436246394, -0.578257455447134"
916,South Eastern Power Networks (SPN),West Weybridge,Merrow 11kV,SPN-S000000008435,11,Connection offer made (not yet accepted by customer),2.0,2.8,,,"51.2510701377563, -0.545385789244119"
920,South Eastern Power Networks (SPN),West Weybridge,Weybridge 11kV,SPN-S000000008515,11,"Connection offer made (cancelled, expired, superseded)",1.0,2.05,,,"51.372205223817, -0.467674894016223"
723,South Eastern Power Networks (SPN),Beddington,Croydon A 6.6kV,SPN-S000000008314,11,Connection offer made (not yet accepted by customer),1.0,1.0,,,"51.3769894270233, -0.112186085977346"
729,South Eastern Power Networks (SPN),Bolney,Bolney Grid 33kV,SPN-S000000009105,33,Connection offer made (accepted by customer),,,1,5.1,"50.9752640799548, -0.238321656356606"
737,South Eastern Power Networks (SPN),Bolney,Crawley Ind East 11kV,SPN-S000000008383,11,Connection offer made (not yet accepted by customer),1.0,2.5,,,"51.1354393754552, -0.169253596536083"
740,South Eastern Power Networks (SPN),Bolney,Goddards Green 11kV,SPN-S000000008563,11,Connection offer made (not yet accepted by customer),3.0,6.39,,,"50.9651272440846, -0.157215000364173"
764,South Eastern Power Networks (SPN),Bolney,Southgate 11kV,SPN-S000000008657,11,"Connection offer made (cancelled, expired, superseded)",1.0,2.0,,,"51.1049953072768, -0.202111196018126"
776,South Eastern Power Networks (SPN),Canterbury,Canterbury Town 11kV,,11,Connection offer made (not yet accepted by customer),1.0,1.05,,,
799,South Eastern Power Networks (SPN),Hurst,Orpington 11kV,,11,Connection offer made (not yet accepted by customer),2.0,5.25,,,
849,South Eastern Power Networks (SPN),Ninfield,Ninfield 132kV,SPN-S000000009936,132,Connection offer made (accepted by customer),,,3,163.2,"50.8807166803942, 0.449620344398189"
864,South Eastern Power Networks (SPN),Northfleet,Grain 11kV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.6,,,
895,South Eastern Power Networks (SPN),Sellindge,Ashford Central 6.6kV,SPN-S000000008302,6.6,Connection offer made (not yet accepted by customer),3.0,4.89,,,"51.1453323778251, 0.868133674607256"
900,South Eastern Power Networks (SPN),Sellindge,Dover 11kV,SPN-S000000008391,11,"Connection offer made (cancelled, expired, superseded)",,,1,1,"51.1291430170208, 1.31104348609471"
20,Eastern Power Networks (EPN),Braintree,Chelmsford North Grid 11kV,EPN-S0000000F3002,11,Budget Estimates Provided,6.0,24.8,2,8,"51.745123835035, 0.472294515971274"
47,Eastern Power Networks (EPN),Bramford,Cliff Quay Grid 33kV,EPN-S0000000D1041,33,Connection offers made (not yet accepted by customer),,,2,25,"52.0355241339362, 1.16362334640208"
59,Eastern Power Networks (EPN),Bramford,Gusford Hall Primary 11kV,EPN-S0000000H1053,11,Budget Estimates Provided,1.0,3.0,,,"52.0372213814933, 1.1280427759983"
67,Eastern Power Networks (EPN),Bramford,Ipswich Grid 11kV,EPN-S0000000H1024,11,Connection offers made (not yet accepted by customer),1.0,1.8,,,"52.05576103445, 1.13603519740954"
97,Eastern Power Networks (EPN),Bramford,Water Ln Primary 11kV,EPN-S0000000H1021,11,Budget Estimates Provided,2.0,3.3,,,"52.4154043568626, 0.743753608578155"
102,Eastern Power Networks (EPN),Brimsdown,Brimsdown Grid 132kV,EPN-S0000000C7084,132,Budget Estimates Provided,2.0,100.0,,,"51.6641350951355, -0.024488960820121"
112,Eastern Power Networks (EPN),Brimsdown,Waltham Abbey Primary 11kV,,11,Budget Estimates Provided,4.0,10.1,,,
160,Eastern Power Networks (EPN),Eaton Socon,Austin Canons Primary 11kV,EPN-S0000000H4074,11,Connection offers made (not yet accepted by customer),1.0,3.8,1,1.8,"52.1267409229522, -0.482627126732345"
168,Eastern Power Networks (EPN),Eaton Socon,Edison Rd Grid 11kV,EPN-S0000000F4039,11,Connection offers made (not yet accepted by customer),2.0,4.7,,,"52.1499445946593, -0.420771552305244"
185,Eastern Power Networks (EPN),Eaton Socon,Sandy Primary 11kV,EPN-S0000000H4053,11,Budget Estimates Provided,1.0,1.8,,,"52.1264114767571, -0.281052735846842"
202,Eastern Power Networks (EPN),Elstree,Hemel East Primary 11kV,,11,Budget Estimates Provided,1.0,2.0,,,
226,Eastern Power Networks (EPN),Mill Hill,Colindale Grid 11kV,EPN-S0000000F8073,11,Budget Estimates Provided,1.0,2.3,,,"51.5923388863545, -0.255408189186246"
246,Eastern Power Networks (EPN),Norwich,Earlham 132kV,EPN-S0000000D5076,132,Connection offers made (not yet accepted by customer),,,2,100,"52.6298924830174, 1.2283936849219"
248,Eastern Power Networks (EPN),Norwich,Earlham Grid 33kV,,33,Connection offers made (not yet accepted by customer),,,4,100,
277,Eastern Power Networks (EPN),Norwich,Thorpe Gd Local 11kV,EPN-S0000000F5014,33,Budget Estimates Provided,1.0,12.0,,,"52.6225373412088, 1.32065922068105"
291,Eastern Power Networks (EPN),Pelham,Bishops Stortford Grid 33kV,EPN-S0000000D7059,33,Connection offers made (not yet accepted by customer),,,3,65,"51.8782623044817, 0.141840215127366"
292,Eastern Power Networks (EPN),Pelham,Cherry Grn Primary 11kV,EPN-S0000000H7123,11,Connection offers made (not yet accepted by customer),3.0,9.3,,,"51.920484920332, -0.027607509225887"
296,Eastern Power Networks (EPN),Pelham,Hanger Lea Primary 11kV,EPN-S0000000H7110,11,Budget Estimates Provided,3.0,5.6,,,"51.8826131700358, 0.169887616403001"
297,Eastern Power Networks (EPN),Pelham,Hanger Lea Primary 11kV,EPN-S0000000H7110,11,Connection offers made (accepted by customer),1.0,1.5,,,"51.8826131700358, 0.169887616403001"
319,Eastern Power Networks (EPN),Rayleigh,Lexden Primary 11kV,EPN-S0000000H3005,11,Budget Estimates Provided,1.0,1.3,,,"51.8912262371223, 0.856813327531307"
336,Eastern Power Networks (EPN),Rayleigh,The Limes 11kV,EPN-S0000000H7116,11,Connection offers made (not yet accepted by customer),2.0,2.6,,,"51.5818013435224, 0.451205245298775"
383,Eastern Power Networks (EPN),Sundon,Sundon 33kV,EPN-S0000000D8086,11,"Connection offers made (cancelled, expired, superseded)",,,1,5,"51.9296757555707, -0.498023771548751"
384,Eastern Power Networks (EPN),Sundon,Sundon 33kV,EPN-S0000000D8086,132,Budget Estimates Provided,1.0,50.0,1,70,"51.9296757555707, -0.498023771548751"
392,Eastern Power Networks (EPN),Sundon,Westoning Grid 33kV,EPN-S0000000D8023,33,Budget Estimates Provided,,,1,25,"51.9863486231079, -0.490245258870721"
413,Eastern Power Networks (EPN),Tottenham,Hornsey Grid 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.2,,,
440,Eastern Power Networks (EPN),Walpole,Hempton Grid 33kV,EPN-S0000000D6045,33,Connection offers made (not yet accepted by customer),,,1,35,"52.8294239895079, 0.826556488347647"
458,Eastern Power Networks (EPN),Walpole,Peterborough Central 33kV,EPN-S0000000D6060,33,Budget Estimates Provided,,,2,55,"52.5677892580101, -0.243114218957207"
463,Eastern Power Networks (EPN),Walpole,Peterborough South Grid 11kV,EPN-S0000000F6039,11,Budget Estimates Provided,1.0,3.5,,,"52.5561169884105, -0.261857475722751"
474,Eastern Power Networks (EPN),Walpole,Walsoken Grid 33kV,EPN-S0000000D6077,33,Budget Estimates Provided,,,3,60,"52.6607159075881, 0.190011771658331"
498,Eastern Power Networks (EPN),Warley,Warley Grid 132kV,EPN-S0000000C7159,132,Connection offers made (not yet accepted by customer),1.0,45.0,,,"51.552727386882, 0.30063947297193"
506,Eastern Power Networks (EPN),Watford South,Kings Langley Primary 11kV,EPN-S0000000H8035,11,Budget Estimates Provided,1.0,10.8,,,"51.7127893787513, -0.449056448411597"
516,Eastern Power Networks (EPN),Willesden,Atlas Road Primary 11kV,,11,Budget Estimates Provided,1.0,6.0,,,
542,Eastern Power Networks (EPN),Wymondley,Wymondley Grid 33kV,,11,Budget Estimates Provided,,,4,22,
548,London Power Networks (LPN),Barking C 132kV,Barking C 132kV,LPN-S000000003617,132,Connection offers made (accepted by customer),1.0,360.0,,,"51.5180876207753, 0.113237412648443"
557,London Power Networks (LPN),Barking West 33kV,Sewell Rd B 11kV,LPN-S000000000784,11,Budget Estimates Provided,2.0,24.0,,,"51.4975086118619, 0.112429403388337"
573,London Power Networks (LPN),City Road,Calshot St 11kV,LPN-S000000000112,11,Connection offers made (not yet accepted by customer),1.0,11.0,,,"51.5315579574, -0.116871464052454"
581,London Power Networks (LPN),City Road,Finsbury Mkt D 11kV,LPN-S000000000430,11,Connection offers made (not yet accepted by customer),1.0,3.5,,,"51.5212888749755, -0.0830314868258846"
587,London Power Networks (LPN),City Road,Newington House B 11kV,LPN-S000000000965,11,Connection offers made (not yet accepted by customer),4.0,6.0,,,"51.4980113660721, -0.0998707974429451"
600,London Power Networks (LPN),Hackney 132kV,Hackney Supergrid 132 kV,LPN-S000000003439,132,Budget Estimates Provided,2.0,120.0,,,"51.5592519604115, -0.0414446105122552"
611,London Power Networks (LPN),Hackney 66kV,Hackney C 6.6kV,LPN-S000000000442,6.6,"Connection offers made (cancelled, expired, superseded)",1.0,1.5,,,"51.5584498697911, -0.0408010245815846"
8,Eastern Power Networks (EPN),Barking 132kV,Romford Primary 11kV,EPN-S0000000H7150,11,Connection offers made (not yet accepted by customer),4.0,10.2,,,"51.5748985672836, 0.181826447810081"
13,Eastern Power Networks (EPN),Biggleswade,Biggleswade East 33kV,EPN-S0000000H4172,11,Budget Estimates Provided,1.0,6.2,,,
42,Eastern Power Networks (EPN),Bramford,Bury Grid 33kV,EPN-S0000000D1012,11,Connection offers made (not yet accepted by customer),,,1,1.4,"52.2399236387066, 0.722979910939776"
44,Eastern Power Networks (EPN),Bramford,Chisbon Heath Primary 11kV,EPN-S0000000H3059,11,Connection offers made (not yet accepted by customer),1.0,1.8,,,"51.8252113234989, 1.09282901387655"
68,Eastern Power Networks (EPN),Bramford,Lakenheath Primary 11kV,EPN-S0000000H1026,11,Budget Estimates Provided,1.0,1.2,,,"52.3916739903062, 0.532251794753097"
72,Eastern Power Networks (EPN),Bramford,Leiston Primary 11kV,EPN-S0000000H5019,11,Connection offers made (not yet accepted by customer),1.0,3.0,,,"52.1950596083139, 1.5549135063644"
74,Eastern Power Networks (EPN),Bramford,Martlesham Primary 11kV,,11,Connection offers made (accepted by customer),1.0,1.5,,,
79,Eastern Power Networks (EPN),Bramford,Roundwood Rd Primary 11kV,EPN-S0000000H1049,11,Budget Estimates Provided,1.0,1.2,,,"52.0622863132542, 1.18245663277473"
84,Eastern Power Networks (EPN),Bramford,Stanton Primary 11kV,EPN-S0000000H1030,11,Connection offers made (not yet accepted by customer),1.0,5.0,,,"52.3235359453843, 0.86595500148954"
87,Eastern Power Networks (EPN),Bramford,Stowmarket Grid 33kV,EPN-S0000000D1018,33,Budget Estimates Provided,1.0,25.0,,,"52.1711061546669, 1.01718263923797"
88,Eastern Power Networks (EPN),Bramford,Stowmarket Grid 33kV,EPN-S0000000D1018,33,Connection offers made (not yet accepted by customer),,,2,50,"52.1711061546669, 1.01718263923797"
113,Eastern Power Networks (EPN),Brimsdown,Waltham Abbey Primary 11kV,,11,Connection offers made (accepted by customer),1.0,4.8,,,
120,Eastern Power Networks (EPN),Burwell,Barnwell Primary 11kV,EPN-S0000000H4057,11,Connection offers made (not yet accepted by customer),1.0,1.3,,,"52.212949291766, 0.147819289333912"
150,Eastern Power Networks (EPN),Burwell,Radnor Primary 11kV,EPN-S0000000H4011,11,"Connection offers made (cancelled, expired, superseded)",,,1,1.4,"52.1892767752753, 0.141703679326459"
155,Eastern Power Networks (EPN),Burwell,Storeys Way Primary 11kV,EPN-S0000000H4054,11,Connection offers made (not yet accepted by customer),2.0,3.0,,,"52.2129414001622, 0.105353642405404"
179,Eastern Power Networks (EPN),Eaton Socon,Little Barford 132kV,EPN-S0000000C4055,33,Budget Estimates Provided,1.0,40.0,,,"52.2073460897954, -0.272003403194028"
189,Eastern Power Networks (EPN),Eaton Socon,Woodwalton Primary 11kV,,11,Connection offers made (not yet accepted by customer),3.0,5.8,1,10,
198,Eastern Power Networks (EPN),Elstree,Hartspring Primary 11kV,EPN-S0000000H8117,11,Budget Estimates Provided,1.0,1.5,,,"51.665757160053, -0.363252601804091"
199,Eastern Power Networks (EPN),Elstree,Hartspring Primary 11kV,EPN-S0000000H8117,11,Connection offers made (not yet accepted by customer),2.0,4.0,,,"51.665757160053, -0.363252601804091"
200,Eastern Power Networks (EPN),Elstree,Hatfield Grid 33kV,EPN-S0000000D8119,11,"Connection offers made (cancelled, expired, superseded)",1.0,2.0,,,"51.7368023047392, -0.23881421148122"
224,Eastern Power Networks (EPN),Mill Hill,Church End Primary 11kV,EPN-S0000000H8090,11,"Connection offers made (cancelled, expired, superseded)",1.0,2.9,,,"51.5961025321988, -0.208571164197179"
260,Eastern Power Networks (EPN),Norwich,Mulbarton Primary 11kV,EPN-S0000000H5022,11,Budget Estimates Provided,1.0,2.7,1,0.7,"52.5640147325315, 1.25498546739366"
278,Eastern Power Networks (EPN),Norwich,Thorpe Grid 33kV,EPN-S0000000D5014,33,Connection offers made (not yet accepted by customer),1.0,5.1,1,15,"52.6223410122001, 1.32092513603909"
289,Eastern Power Networks (EPN),Pelham,Belchamp Grid 33kV,EPN-S0000000D1011,33,"Connection offers made (cancelled, expired, superseded)",,,1,30,"52.0685789944063, 0.605358966326239"
300,Eastern Power Networks (EPN),Pelham,Pelham 132kV,EPN-S0000000C7070,132,Budget Estimates Provided,3.0,1350.0,,,"51.9351365482506, 0.118115255066342"
309,Eastern Power Networks (EPN),Rayleigh,Berechurch Primary 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.0,,,
320,Eastern Power Networks (EPN),Rayleigh,Maldon Causeway Primary 11kV,,11,Budget Estimates Provided,1.0,2.0,,,
321,Eastern Power Networks (EPN),Rayleigh,Maldon Grid 33kV,EPN-S0000000D3038,33,Budget Estimates Provided,1.0,15.7,,,"51.7253682121654, 0.659107740468937"
324,Eastern Power Networks (EPN),Rayleigh,Marks Tey Primary 11kV,EPN-S0000000H3049,11,Connection offers made (not yet accepted by customer),4.0,5.7,,,"51.8762753945112, 0.771662296345226"
348,Eastern Power Networks (EPN),Rye House,Lindsey St Primary 11kV,EPN-S0000000H7152,11,Connection offers made (not yet accepted by customer),1.0,3.5,,,"51.7043064090065, 0.115333755355965"
353,Eastern Power Networks (EPN),Rye House,South Harlow Primary 11kV,EPN-S0000000H7115,11,Budget Estimates Provided,2.0,4.7,,,"51.7564133892486, 0.101061384135965"
382,Eastern Power Networks (EPN),Sundon,Stopsley Primary 33/11kV,EPN-S0000000H8019,11,Connection offers made (not yet accepted by customer),2.0,11.4,,,"51.9013508449566, -0.395708824296217"
385,Eastern Power Networks (EPN),Sundon,Sundon 33kV,EPN-S0000000D8086,33,"Connection offers made (cancelled, expired, superseded)",,,2,14,"51.9296757555707, -0.498023771548751"
390,Eastern Power Networks (EPN),Sundon,West Bedford Primary 11kV,EPN-S0000000H4092,11,Budget Estimates Provided,1.0,2.6,,,"52.1067228834886, -0.505589460401651"
395,Eastern Power Networks (EPN),Tilbury 1&7,Basildon Grid 33kV,EPN-S0000000D7002,33,"Connection offers made (cancelled, expired, superseded)",,,1,26,"51.5659158377634, 0.391245704650906"
400,Eastern Power Networks (EPN),Tilbury 1&7,Langdon Primary 11kV,EPN-S0000000H7100,11,Budget Estimates Provided,1.0,3.0,,,"51.5656442751686, 0.391332461295263"
401,Eastern Power Networks (EPN),Tilbury 1&7,Marshfoot Road Primary 11kV,,11,Budget Estimates Provided,1.0,3.0,,,
402,Eastern Power Networks (EPN),Tilbury 1&7,Rainbow Ln Primary 11kV,EPN-S0000000H7149,11,Budget Estimates Provided,3.0,7.0,,,"51.5136599247456, 0.446016706109825"
412,Eastern Power Networks (EPN),Tottenham,Hornsey Grid 11kV,,11,Budget Estimates Provided,1.0,2.0,,,
415,Eastern Power Networks (EPN),Tottenham,Palmers Grn Grid 11kV,EPN-S0000000F7030,11,Budget Estimates Provided,2.0,3.2,,,"51.6160617212447, -0.113057905611158"
417,Eastern Power Networks (EPN),Tottenham,Ponders End Primary 11kV,EPN-S0000000H7071,11,Budget Estimates Provided,1.0,1.2,,,"51.6423477766754, -0.0422885115616133"
421,Eastern Power Networks (EPN),Tottenham,Tottenham Grid 11kV,EPN-S0000000F7021,11,Budget Estimates Provided,1.0,12.5,,,"51.6042917650286, -0.0476950548666127"
428,Eastern Power Networks (EPN),Walpole,Burnham Thorpe Primary 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.8,,,
436,Eastern Power Networks (EPN),Walpole,Gaywood Bridge Primary 11kV,EPN-S0000000H6072,11,Connection offers made (not yet accepted by customer),1.0,2.0,,,"52.7653164863162, 0.428518467436399"
451,Eastern Power Networks (EPN),Walpole,March Primary 11kV,EPN-S0000000H6029,11,Connection offers made (not yet accepted by customer),6.0,11.7,,,"52.5490797871529, 0.0858604926141099"
